,a,method,basis,single_atom_en,bulk_en,bulk_corrected_en,coh_en,coh_corrected_en
0,3.35,HF,tzv2p,-7.393083761908773,-7.412016566109793,-7.412016566109793,-0.018932804201019948,-0.018932804201019948
1,3.4,HF,tzv2p,-7.393057263557708,-7.412767424141114,-7.412767424141114,-0.019710160583406022,-0.019710160583406022
2,3.45,HF,tzv2p,-7.393024754292976,-7.41337483788115,-7.41337483788115,-0.02035008358817425,-0.02035008358817425
3,3.5,HF,tzv2p,-7.392985141203407,-7.413831719184769,-7.413831719184769,-0.020846577981362024,-0.020846577981362024
4,3.55,HF,tzv2p,-7.3929371725685185,-7.414155024258279,-7.414155024258279,-0.021217851689760536,-0.021217851689760536
5,3.6,HF,tzv2p,-7.392879428967559,-7.414364444007354,-7.414364444007354,-0.021485015039795385,-0.021485015039795385
6,3.65,HF,tzv2p,-7.392810318132415,-7.414466903492467,-7.414466903492467,-0.021656585360051217,-0.021656585360051217
0,3.35,CCSD,tzv2p,-7.431582842644517,-7.4816762681279005,-7.481664454825566,-0.050093425483383136,-0.05008161218104813
1,3.4,CCSD,tzv2p,-7.431547616703233,-7.481959134056254,-7.481947320753919,-0.050411517353021296,-0.05039970405068629
2,3.45,CCSD,tzv2p,-7.431506512424685,-7.48211488310163,-7.482103069799296,-0.05060837067694557,-0.050596557374610565
3,3.5,CCSD,tzv2p,-7.431458458077655,-7.482135563276942,-7.482123749974607,-0.05067710519928692,-0.05066529189695192
4,3.55,CCSD,tzv2p,-7.431402236091784,-7.4820373458139615,-7.482025532511627,-0.050635109722177774,-0.05062329641984277
5,3.6,CCSD,tzv2p,-7.431336470953132,-7.481839211293728,-7.481827397991394,-0.050502740340595764,-0.05049092703826076
6,3.65,CCSD,tzv2p,-7.431259621332514,-7.481547447151272,-7.481535633848938,-0.050287825818758236,-0.05027601251642323
0,3.35,DCSD,tzv2p,-7.431435180655893,-7.484693696079209,-7.484815467437089,-0.053258515423316055,-0.05338028678119551
1,3.4,DCSD,tzv2p,-7.431400009087445,-7.484949401538574,-7.485071172896454,-0.05354939245112966,-0.05367116380900912
2,3.45,DCSD,tzv2p,-7.4313589612927835,-7.4850790877913065,-7.485200859149186,-0.05372012649852298,-0.053841897856402435
3,3.5,DCSD,tzv2p,-7.431310965298178,-7.485074765663022,-7.485196537020902,-0.05376380036484374,-0.053885571722723194
4,3.55,DCSD,tzv2p,-7.431254803278091,-7.484952474366836,-7.485074245724716,-0.053697671088745125,-0.05381944244662458
5,3.6,DCSD,tzv2p,-7.431189099485356,-7.4847311626882576,-7.484852934046137,-0.05354206320290178,-0.053663834560781234
6,3.65,DCSD,tzv2p,-7.43111231240241,-7.484417059971735,-7.484538831329615,-0.05330474756932446,-0.05342651892720392
0,3.35,CCSDT,tzv2p,-7.431435180655893,-7.486087719117847,-7.486209490475727,-0.05465253846195406,-0.054774309819833514
1,3.4,CCSDT,tzv2p,-7.431400009087445,-7.486348613392078,-7.486470384749958,-0.05494860430463344,-0.055070375662512897
2,3.45,CCSDT,tzv2p,-7.4313589612927835,-7.486485010697919,-7.486606782055799,-0.055126049405135547,-0.055247820763015
3,3.5,CCSDT,tzv2p,-7.431310965298178,-7.486482439961118,-7.486604211318998,-0.0551714746629397,-0.055293246020819156
4,3.55,CCSDT,tzv2p,-7.431254803278091,-7.486363511155123,-7.486485282513003,-0.05510870787703226,-0.055230479234911714
5,3.6,CCSDT,tzv2p,-7.431189099485356,-7.486146866496982,-7.486268637854862,-0.05495776701162658,-0.055079538369506034
6,3.65,CCSDT,tzv2p,-7.43111231240241,-7.485834301980703,-7.485956073338583,-0.054721989578292884,-0.05484376093617234
0,3.35,CCSDT1b_ring,tzv2p,-7.431435180655893,-7.486699820086535,-7.486821591444415,-0.05526463943064197,-0.055386410788521426
1,3.4,CCSDT1b_ring,tzv2p,-7.431400009087445,-7.486925014571466,-7.487046785929346,-0.055525005484021506,-0.05564677684190096
2,3.45,CCSDT1b_ring,tzv2p,-7.4313589612927835,-7.487026925330025,-7.487148696687905,-0.055667964037241724,-0.05578973539512118
3,3.5,CCSDT1b_ring,tzv2p,-7.431310965298178,-7.486997400342142,-7.487119171700022,-0.05568643504396409,-0.055808206401843544
4,3.55,CCSDT1b_ring,tzv2p,-7.431254803278091,-7.486852765713868,-7.486974537071748,-0.05559796243577697,-0.055719733793656426
5,3.6,CCSDT1b_ring,tzv2p,-7.431189099485356,-7.4866024140165806,-7.48672418537446,-0.05541331453122478,-0.05553508588910423
6,3.65,CCSDT1b_ring,tzv2p,-7.43111231240241,-7.486279671258609,-7.486401442616489,-0.055167358856198945,-0.0552891302140784
0,3.35,DCSDT,tzv2p,-7.431435180655893,-7.486590902964692,-7.486712674322572,-0.055155722308798616,-0.05527749366667807
1,3.4,DCSDT,tzv2p,-7.431400009087445,-7.486848252494494,-7.486970023852374,-0.05544824340704935,-0.0555700147649288
2,3.45,DCSDT,tzv2p,-7.4313589612927835,-7.486978122894364,-7.4870998942522435,-0.0556191616015802,-0.05574093295945966
3,3.5,DCSDT,tzv2p,-7.431310965298178,-7.486976138699187,-7.4870979100570665,-0.055665173401008516,-0.05578694475888797
4,3.55,DCSDT,tzv2p,-7.431254803278091,-7.486850820536992,-7.4869725918948715,-0.05559601725890051,-0.055717788616779965
5,3.6,DCSDT,tzv2p,-7.431189099485356,-7.486631096279932,-7.4867528676378114,-0.05544199679457584,-0.0555637681524553
6,3.65,DCSDT,tzv2p,-7.43111231240241,-7.4863128434249795,-7.486434614782859,-0.055200531022569166,-0.05532230238044862
0,3.35,CCSDTviaCCSD,tzv2p,-7.431582842644517,-7.485205993538322,-7.485194180235988,-0.05362315089380498,-0.05361133759146998
1,3.4,CCSDTviaCCSD,tzv2p,-7.431547616703233,-7.48546670833101,-7.485454895028675,-0.05391909162777697,-0.05390727832544197
2,3.45,CCSDTviaCCSD,tzv2p,-7.431506512424685,-7.485602523896349,-7.485590710594014,-0.054096011471663985,-0.05408419816932898
3,3.5,CCSDTviaCCSD,tzv2p,-7.431458458077655,-7.4855993579260245,-7.48558754462369,-0.05414089984836945,-0.05412908654603445
4,3.55,CCSDTviaCCSD,tzv2p,-7.431402236091784,-7.485479577227838,-7.485467763925503,-0.054077341136054,-0.054065527833719
5,3.6,CCSDTviaCCSD,tzv2p,-7.431336470953132,-7.485262084656975,-7.485250271354641,-0.053925613703842856,-0.05391380040150785
6,3.65,CCSDTviaCCSD,tzv2p,-7.431259621332514,-7.484948608105665,-7.48493679480333,-0.05368898677315048,-0.05367717347081548
0,3.35,CCSDT1b_ringviaCCSD,tzv2p,-7.431582842644517,-7.48581809450701,-7.485806281204676,-0.054235251862492895,-0.05422343856015789
1,3.4,CCSDT1b_ringviaCCSD,tzv2p,-7.431547616703233,-7.486043109510398,-7.486031296208063,-0.054495492807165036,-0.05448367950483003
2,3.45,CCSDT1b_ringviaCCSD,tzv2p,-7.431506512424685,-7.486144438528455,-7.48613262522612,-0.05463792610377016,-0.05462611280143516
3,3.5,CCSDT1b_ringviaCCSD,tzv2p,-7.431458458077655,-7.486114318307049,-7.486102505004714,-0.05465586022939384,-0.054644046927058834
4,3.55,CCSDT1b_ringviaCCSD,tzv2p,-7.431402236091784,-7.4859688317865825,-7.485957018484248,-0.054566595694798714,-0.05455478239246371
5,3.6,CCSDT1b_ringviaCCSD,tzv2p,-7.431336470953132,-7.4857176321765735,-7.485705818874239,-0.054381161223441055,-0.05436934792110605
6,3.65,CCSDT1b_ringviaCCSD,tzv2p,-7.431259621332514,-7.485393977383571,-7.485382164081236,-0.05413435605105654,-0.05412254274872154
0,3.35,HF,qzv3p,-7.393301721664726,-7.412258441111124,-7.412258441111124,-0.018956719446397763,-0.018956719446397763
1,3.4,HF,qzv3p,-7.39329817008965,-7.413009459206622,-7.413009459206622,-0.019711289116972175,-0.019711289116972175
2,3.45,HF,qzv3p,-7.393293722560504,-7.413617592673289,-7.413617592673289,-0.020323870112784803,-0.020323870112784803
3,3.5,HF,qzv3p,-7.393288139376272,-7.414076164295394,-7.414076164295394,-0.02078802491912146,-0.02078802491912146
4,3.55,HF,qzv3p,-7.39328112503219,-7.414402712592096,-7.414402712592096,-0.021121587559906452,-0.021121587559906452
5,3.6,HF,qzv3p,-7.393272319826237,-7.4146177054946625,-7.4146177054946625,-0.021345385668425365,-0.021345385668425365
6,3.65,HF,qzv3p,-7.393261291577749,-7.414729059001202,-7.414729059001202,-0.021467767423452244,-0.021467767423452244
0,3.35,CCSD,qzv3p,-7.4343985012531215,-7.484820353948366,-7.484808540646031,-0.05042185269524424,-0.05041003939290924
1,3.4,CCSD,qzv3p,-7.434393974122773,-7.485101474868885,-7.48508966156655,-0.05070750074611219,-0.050695687443777185
2,3.45,CCSD,qzv3p,-7.434388641839641,-7.485254157456125,-7.48524234415379,-0.05086551561648367,-0.050853702314148666
3,3.5,CCSD,qzv3p,-7.43438227709812,-7.485273983012028,-7.485262169709693,-0.05089170591390779,-0.05087989261157279
4,3.55,CCSD,qzv3p,-7.434374596828152,-7.4851765764632665,-7.485164763160932,-0.050801979635114236,-0.05079016633277923
5,3.6,CCSD,qzv3p,-7.43436525497546,-7.484981606747697,-7.484969793445362,-0.05061635177223689,-0.050604538469901886
6,3.65,CCSD,qzv3p,-7.434353835059285,-7.484696265910095,-7.484684452607761,-0.05034243085081069,-0.05033061754847569
0,3.35,DCSD,qzv3p,-7.434205541097008,-7.487849538867237,-7.487971310225117,-0.05364399777022921,-0.05376576912810867
1,3.4,DCSD,qzv3p,-7.434200993038492,-7.488103369886231,-7.4882251412441105,-0.05390237684773869,-0.05402414820561814
2,3.45,DCSD,qzv3p,-7.434195639017224,-7.488232071938776,-7.488353843296656,-0.05403643292155191,-0.05415820427943137
3,3.5,DCSD,qzv3p,-7.43418925269732,-7.488228036430091,-7.488349807787971,-0.05403878373277138,-0.05416055509065083
4,3.55,DCSD,qzv3p,-7.434181551783387,-7.488107818286302,-7.488229589644182,-0.05392626650291543,-0.05404803786079489
5,3.6,DCSD,qzv3p,-7.434172190804945,-7.487891036217559,-7.488012807575439,-0.053718845412613625,-0.05384061677049308
6,3.65,DCSD,qzv3p,-7.4341607536961325,-7.487584810143764,-7.4877065815016435,-0.05342405644763115,-0.05354582780551061
0,3.35,CCSDT,qzv3p,-7.434205541097008,-7.489260964140906,-7.489382735498785,-0.05505542304389799,-0.055177194401777443
1,3.4,CCSDT,qzv3p,-7.434200993038492,-7.489519935645348,-7.489641707003228,-0.055318942606856325,-0.05544071396473578
2,3.45,CCSDT,qzv3p,-7.434195639017224,-7.489652829553908,-7.489774600911788,-0.055457190536683854,-0.05557896189456331
3,3.5,CCSDT,qzv3p,-7.43418925269732,-7.489655452281982,-7.489777223639861,-0.0554661995846617,-0.05558797094254116
4,3.55,CCSDT,qzv3p,-7.434181551783387,-7.489535222540352,-7.489656993898232,-0.055353670756965734,-0.05547544211484519
5,3.6,CCSDT,qzv3p,-7.434172190804945,-7.4893206644952395,-7.489442435853119,-0.055148473690294075,-0.05527024504817353
6,3.65,CCSDT,qzv3p,-7.4341607536961325,-7.4890164185736685,-7.489138189931548,-0.054855664877536015,-0.05497743623541547
0,3.35,CCSDT1b_ring,qzv3p,-7.434205541097008,-7.489911414088128,-7.490033185446008,-0.05570587299112084,-0.0558276443490003
1,3.4,CCSDT1b_ring,qzv3p,-7.434200993038492,-7.490133215269787,-7.490254986627667,-0.055932222231295015,-0.05605399358917447
2,3.45,CCSDT1b_ring,qzv3p,-7.434195639017224,-7.490233178772518,-7.490354950130397,-0.056037539755293686,-0.05615931111317314
3,3.5,CCSDT1b_ring,qzv3p,-7.43418925269732,-7.490203825908269,-7.490325597266149,-0.05601457321094916,-0.056136344568828614
4,3.55,CCSDT1b_ring,qzv3p,-7.434181551783387,-7.490060262126247,-7.4901820334841265,-0.05587871034285996,-0.056000481700739416
5,3.6,CCSDT1b_ring,qzv3p,-7.434172190804945,-7.489822133713005,-7.489943905070885,-0.05564994290805991,-0.05577171426593937
6,3.65,CCSDT1b_ring,qzv3p,-7.4341607536961325,-7.489496567462556,-7.489618338820436,-0.05533581376642349,-0.05545758512430295
0,3.35,DCSDT,qzv3p,-7.434205541097008,-7.489768586371225,-7.489890357729105,-0.055563045274217515,-0.05568481663209697
1,3.4,DCSDT,qzv3p,-7.434200993038492,-7.490022301798147,-7.490144073156027,-0.055821308759655075,-0.05594308011753453
2,3.45,DCSDT,qzv3p,-7.434195639017224,-7.490151228278446,-7.490272999636326,-0.055955589261222016,-0.05607736061910147
3,3.5,DCSDT,qzv3p,-7.43418925269732,-7.490148119739983,-7.490269891097863,-0.05595886704266295,-0.05608063840054241
4,3.55,DCSDT,qzv3p,-7.434181551783387,-7.490025773578736,-7.490147544936616,-0.05584422179534965,-0.0559659931532291
5,3.6,DCSDT,qzv3p,-7.434172190804945,-7.489808105396255,-7.489929876754135,-0.0556359145913099,-0.05575768594918935
6,3.65,DCSDT,qzv3p,-7.4341607536961325,-7.489500291054087,-7.489622062411967,-0.055339537357954605,-0.05546130871583406
0,3.35,CCSDTviaCCSD,qzv3p,-7.4343985012531215,-7.488377893080826,-7.4883660797784914,-0.053979391827704504,-0.0539675785253695
1,3.4,CCSDTviaCCSD,qzv3p,-7.434393974122773,-7.488636714448527,-7.488624901146192,-0.054242740325753935,-0.05423092702341893
2,3.45,CCSDTviaCCSD,qzv3p,-7.434388641839641,-7.488767060596148,-7.488755247293813,-0.05437841875650662,-0.054366605454171615
3,3.5,CCSDTviaCCSD,qzv3p,-7.43438227709812,-7.488767804254649,-7.488755990952314,-0.054385527156529,-0.054373713854194
4,3.55,CCSDTviaCCSD,qzv3p,-7.434374596828152,-7.488645749178627,-7.488633935876292,-0.054271152350474416,-0.05425933904813941
5,3.6,CCSDTviaCCSD,qzv3p,-7.43436525497546,-7.4884290056995475,-7.488417192397213,-0.054063750724087534,-0.05405193742175253
6,3.65,CCSDTviaCCSD,qzv3p,-7.434353835059285,-7.488122437650967,-7.488110624348632,-0.053768602591682146,-0.05375678928934714
0,3.35,CCSDT1b_ringviaCCSD,qzv3p,-7.4343985012531215,-7.489028343028049,-7.489016529725714,-0.05462984177492736,-0.05461802847259235
1,3.4,CCSDT1b_ringviaCCSD,qzv3p,-7.434393974122773,-7.489249994072965,-7.489238180770631,-0.054856019950192625,-0.05484420664785762
2,3.45,CCSDT1b_ringviaCCSD,qzv3p,-7.434388641839641,-7.489347409814757,-7.489335596512422,-0.05495876797511556,-0.05494695467278056
3,3.5,CCSDT1b_ringviaCCSD,qzv3p,-7.43438227709812,-7.489316177880936,-7.489304364578602,-0.05493390078281646,-0.054922087480481455
4,3.55,CCSDT1b_ringviaCCSD,qzv3p,-7.434374596828152,-7.489170788764521,-7.489158975462186,-0.05479619193636864,-0.05478437863403364
5,3.6,CCSDT1b_ringviaCCSD,qzv3p,-7.43436525497546,-7.4889304749173125,-7.488918661614978,-0.05456521994185248,-0.05455340663951748
6,3.65,CCSDT1b_ringviaCCSD,qzv3p,-7.434353835059285,-7.488602586539854,-7.48859077323752,-0.054248751480569624,-0.05423693817823462
0,3.35,HF,cbs,-7.393301721664726,-7.412258441111124,-7.412258441111124,-0.018956719446397763,-0.018956719446397763
1,3.4,HF,cbs,-7.39329817008965,-7.413009459206622,-7.413009459206622,-0.019711289116972175,-0.019711289116972175
2,3.45,HF,cbs,-7.393293722560504,-7.413617592673289,-7.413617592673289,-0.020323870112784803,-0.020323870112784803
3,3.5,HF,cbs,-7.393288139376272,-7.414076164295394,-7.414076164295394,-0.02078802491912146,-0.02078802491912146
4,3.55,HF,cbs,-7.39328112503219,-7.414402712592096,-7.414402712592096,-0.021121587559906452,-0.021121587559906452
5,3.6,HF,cbs,-7.393272319826237,-7.4146177054946625,-7.4146177054946625,-0.021345385668425365,-0.021345385668425365
6,3.65,HF,cbs,-7.393261291577749,-7.414729059001202,-7.414729059001202,-0.021467767423452244,-0.021467767423452244
0,3.35,CCSD,cbs,-7.436294119334786,-7.486938183465031,-7.4869263701626965,-0.05064406413024525,-0.050632250827910674
1,3.4,CCSD,cbs,-7.436295249094804,-7.487217914197867,-7.487206100895532,-0.0509226651030632,-0.05091085180072863
2,3.45,CCSD,cbs,-7.436295543217494,-7.48736783389352,-7.487356020591186,-0.05107229067602592,-0.05106047737369135
3,3.5,CCSD,cbs,-7.436294767986908,-7.48738580233258,-7.487373989030245,-0.05109103434567164,-0.051079221043337064
4,3.55,CCSD,cbs,-7.436292624486607,-7.48728662085565,-7.487274807553315,-0.05099399636904245,-0.050982183066707876
5,3.6,CCSD,cbs,-7.436288744581367,-7.487089893696341,-7.4870780803940065,-0.050801149114974464,-0.05078933581263989
6,3.65,CCSD,cbs,-7.436282686075468,-7.486802749903402,-7.486790936601068,-0.050520063827934614,-0.05050825052560004
0,3.35,DCSD,cbs,-7.436068103759152,-7.489975947792664,-7.490097719150544,-0.05390784403351212,-0.05402961539139195
1,3.4,DCSD,cbs,-7.436069157641623,-7.490228294173204,-7.490350065531084,-0.054159136531581,-0.05428090788946083
2,3.45,DCSD,cbs,-7.436069372945242,-7.490355752819693,-7.490477524177573,-0.054286379874451285,-0.054408151232331114
3,3.5,DCSD,cbs,-7.436068517808386,-7.490350692990199,-7.490472464348079,-0.054282175181812775,-0.054403946539692605
4,3.55,DCSD,cbs,-7.436066294840788,-7.490229621010965,-7.4903513923688445,-0.05416332617017705,-0.05428509752805688
5,3.6,DCSD,cbs,-7.4360623370872325,-7.490012077437392,-7.4901338487952716,-0.0539497403501592,-0.05407151170803903
6,3.65,DCSD,cbs,-7.4360562032071185,-7.489705108952113,-7.489826880309993,-0.05364890574499448,-0.05377067710287431
0,3.35,CCSDT,cbs,-7.436068103759152,-7.491400071994598,-7.491521843352478,-0.05533196823544628,-0.05545373959332611
1,3.4,CCSDT,cbs,-7.436069157641623,-7.491657523593175,-7.491779294951055,-0.05558836595155192,-0.05571013730943175
2,3.45,CCSDT,cbs,-7.436069372945242,-7.491787335762663,-7.491909107120543,-0.05571796281742181,-0.055839734175301636
3,3.5,CCSDT,cbs,-7.436068517808386,-7.491792514840804,-7.491914286198684,-0.05572399703241793,-0.055845768390297756
4,3.55,CCSDT,cbs,-7.436066294840788,-7.491668969091383,-7.491790740449263,-0.055602674250595285,-0.055724445608475115
5,3.6,CCSDT,cbs,-7.4360623370872325,-7.49145186681404,-7.49157363817192,-0.05538952972680722,-0.05551130108468705
6,3.65,CCSDT,cbs,-7.4360562032071185,-7.491147200986485,-7.491268972344365,-0.055090997779366546,-0.055212769137246376
0,3.35,CCSDT1b_ring,cbs,-7.436068103759152,-7.492078506331563,-7.4922002776894425,-0.056010402572410634,-0.05613217393029046
1,3.4,CCSDT1b_ring,cbs,-7.436069157641623,-7.492297714515353,-7.492419485873233,-0.056228556873730184,-0.056350328231610014
2,3.45,CCSDT1b_ring,cbs,-7.436069372945242,-7.492395731841695,-7.492517503199575,-0.05632635889645332,-0.05644813025433315
3,3.5,CCSDT1b_ring,cbs,-7.436068517808386,-7.492365271105527,-7.492487042463407,-0.05629675329714079,-0.05641852465502062
4,3.55,CCSDT1b_ring,cbs,-7.436066294840788,-7.492220122075467,-7.4923418934333466,-0.0561538272346791,-0.05627559859255893
5,3.6,CCSDT1b_ring,cbs,-7.4360623370872325,-7.491986846460199,-7.4921086178180785,-0.055924509372966114,-0.05604628073084594
6,3.65,CCSDT1b_ring,cbs,-7.4360562032071185,-7.491652729591494,-7.491774500949374,-0.05559652638437562,-0.05571829774225545
0,3.35,DCSDT,cbs,-7.436068103759152,-7.4919109330452915,-7.492032704403171,-0.055842829286139484,-0.05596460064401931
1,3.4,DCSDT,cbs,-7.436069157641623,-7.492161879755712,-7.492283651113592,-0.056092722114089,-0.05621449347196883
2,3.45,DCSDT,cbs,-7.436069372945242,-7.492289592223918,-7.492411363581798,-0.05622021927867671,-0.05634199063655654
3,3.5,DCSDT,cbs,-7.436068517808386,-7.492284429743081,-7.492406201100961,-0.05621591193469477,-0.0563376832925746
4,3.55,DCSDT,cbs,-7.436066294840788,-7.4921618856629,-7.49228365702078,-0.05609559082211213,-0.05621736217999196
5,3.6,DCSDT,cbs,-7.4360623370872325,-7.4919416509633745,-7.492063422321254,-0.05587931387614198,-0.05600108523402181
6,3.65,DCSDT,cbs,-7.4360562032071185,-7.4916349636824675,-7.491756735040347,-0.05557876047534904,-0.05570053183322887
0,3.35,CCSDTviaCCSD,cbs,-7.436294119334786,-7.490516019097358,-7.490504205795023,-0.05422189976257208,-0.054210086460237505
1,3.4,CCSDTviaCCSD,cbs,-7.436295249094804,-7.490773341972965,-7.490761528670631,-0.05447809287816163,-0.05446627957582706
2,3.45,CCSDTviaCCSD,cbs,-7.436295543217494,-7.490899171717954,-7.49088735841562,-0.054603628500459855,-0.05459181519812528
3,3.5,CCSDTviaCCSD,cbs,-7.436294767986908,-7.490901534873188,-7.490889721570854,-0.05460676688628041,-0.05459495358394584
4,3.55,CCSDTviaCCSD,cbs,-7.436292624486607,-7.49077545343966,-7.490763640137326,-0.05448282895305301,-0.054471015650718435
5,3.6,CCSDTviaCCSD,cbs,-7.436288744581367,-7.490555189699335,-7.490543376397,-0.05426644511796841,-0.054254631815633836
6,3.65,CCSDTviaCCSD,cbs,-7.436282686075468,-7.490247172758732,-7.490235359456397,-0.053964486683264035,-0.05395267338092946
0,3.35,CCSDT1b_ringviaCCSD,cbs,-7.436294119334786,-7.491194453434322,-7.491182640131988,-0.05490033409953643,-0.054888520797201856
1,3.4,CCSDT1b_ringviaCCSD,cbs,-7.436295249094804,-7.491413532895144,-7.491401719592809,-0.055118283800339896,-0.05510647049800532
2,3.45,CCSDT1b_ringviaCCSD,cbs,-7.436295543217494,-7.491507567796984,-7.491495754494649,-0.055212024579489594,-0.05520021127715502
3,3.5,CCSDT1b_ringviaCCSD,cbs,-7.436294767986908,-7.491474291137911,-7.491462477835577,-0.055179523151003274,-0.0551677098486687
4,3.55,CCSDT1b_ringviaCCSD,cbs,-7.436292624486607,-7.491326606423744,-7.4913147931214095,-0.05503398193713682,-0.05502216863480225
5,3.6,CCSDT1b_ringviaCCSD,cbs,-7.436288744581367,-7.491090169345492,-7.4910783560431575,-0.05480142476412553,-0.054789611461790955
6,3.65,CCSDT1b_ringviaCCSD,cbs,-7.436282686075468,-7.490752701363741,-7.490740888061406,-0.05447001528827311,-0.05445820198593854
